TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ
27901753,-0.1591038,-0.08441084,-2.207073,0.0006531299,0.3826784,-9.946085
27921757,-0.1571791,-0.0866137,-2.221691,-0.1064572,0.4295133,-9.952077
27942111,-0.1549022,-0.08975989,-2.220008,-0.1872549,0.3514793,-9.738277
27961758,-0.1458883,-0.09534355,-2.20271,-0.2703601,0.3714345,-9.976039
27981817,-0.1446046,-0.09558519,-2.176799,-0.2034208,0.2653104,-9.747751
28001734,-0.1407429,-0.09862143,-2.150302,-0.02780698,0.5552919,-10.19905
28021776,-0.1390136,-0.1002688,-2.128128,-0.09894248,0.5071048,-9.674813
28042343,-0.1303531,-0.1030311,-2.11149,-0.03292717,0.4638025,-9.869003
28061715,-0.1274582,-0.1047678,-2.102605,-0.1032028,0.3433703,-9.920846
28081776,-0.1306205,-0.1006636,-2.096451,-0.2429728,0.128747,-9.818927
28101742,-0.1274574,-0.09844654,-2.085123,-0.2409898,0.1683652,-9.949436
28121742,-0.1249196,-0.09464908,-2.066894,-0.2427735,0.02378494,-9.666457
28142083,-0.1216983,-0.09178296,-2.04316,-0.2308738,0.211791,-9.951523
28161690,-0.1170848,-0.0882309,-2.014686,-0.2516223,0.3247539,-9.829163
28181777,-0.1145533,-0.08584534,-1.985108,-0.26312,0.2780546,-9.848334
28201950,-0.1091817,-0.08736828,-1.950655,-0.3332404,0.2680682,-9.990691
28221752,-0.1060477,-0.08672802,-1.907088,-0.3374179,0.1416574,-9.855968
28242110,-0.1036378,-0.08823071,-1.849578,-0.3681702,0.2156473,-9.880627
28261723,-0.09638887,-0.08874305,-1.78169,-0.3216234,0.2520469,-9.907716
28281774,-0.08848632,-0.08667275,-1.708794,-0.2416805,0.2705446,-9.809608
28301728,-0.08733804,-0.08302584,-1.636989,-0.3009047,0.4303084,-9.831808
28321768,-0.08606709,-0.07768013,-1.563259,-0.4249615,0.2717618,-9.786316
28342140,-0.07752646,-0.07693399,-1.485338,-0.4731854,0.09549448,-9.970902
28361946,-0.07407966,-0.07325154,-1.403479,-0.3651457,0.06406383,-9.795721
28381803,-0.07127799,-0.06807931,-1.319202,-0.2679282,0.06068669,-9.849746
28401731,-0.06818922,-0.06315304,-1.233438,-0.2845401,0.2282047,-9.944311
28421760,-0.05981737,-0.06070847,-1.144748,-0.2501876,0.262758,-9.988163
28442163,-0.05471255,-0.05508851,-1.05865,-0.3325451,0.1097668,-9.797312
28461746,-0.05007146,-0.05126539,-0.9660617,-0.3749501,0.1246007,-9.803896
28481805,-0.04361254,-0.04819463,-0.867969,-0.2995979,0.0803496,-9.888065
28501700,-0.04374888,-0.04291134,-0.7731182,-0.2005759,0.0294811,-9.897928
28521968,-0.04095238,-0.0383957,-0.6801187,-0.1993757,0.07204434,-9.832788
28542159,-0.03482366,-0.03644425,-0.5876635,-0.2530544,0.2177985,-9.973353
28561749,-0.03061037,-0.03071382,-0.4918547,-0.3303981,0.1595428,-9.850388
28581779,-0.02264075,-0.02625562,-0.3888816,-0.3655668,0.01758176,-9.845078
28601719,-0.01390093,-0.01907219,-0.2776618,-0.3699676,0.05688167,-9.805611
28621767,-0.00542028,-0.009593999,-0.1669461,-0.140991,-0.3217849,-9.764732
28642090,0.004927975,-0.001118241,-0.07505129,0.1000635,-0.8014852,-9.885887
28661729,0.006474192,0.00543113,-0.01253251,0.1931102,-0.7736967,-9.885253
28681980,0.008375538,0.007941792,0.02581202,0.2447185,-0.8315713,-9.842723
28701723,0.005965291,0.006012899,0.0398964,-0.0001639496,-0.7466583,-9.860451
28721761,0.004059818,0.004497159,0.04362597,-0.1827892,-0.7440511,-9.790347
28742127,0.00382483,0.002839657,0.04262768,-0.09535684,-0.7747206,-9.829194
28761728,0.003371019,0.003626856,0.03940132,0.0861469,-0.748342,-9.810452
28781790,0.005979685,0.002890577,0.03218401,0.09412103,-0.69169,-9.879266
28801744,0.006092241,0.003740938,0.02571238,0.008710262,-0.7519931,-9.852303
28821788,0.005760151,0.004046864,0.02265091,-0.006945505,-0.8160515,-9.854571
28842365,0.005695182,0.003304727,0.02049256,0.04592393,-0.7423145,-9.83871
28861739,0.003821729,0.004106806,0.01711058,0.067784,-0.7077996,-9.832947
28881809,0.004003108,0.001693919,0.0119881,-0.02285888,-0.6472555,-9.861927
28901743,0.003002402,0.001157208,0.008467874,0.06865404,-0.80952,-9.853479
28921761,0.00168585,0.001001037,0.006232112,0.03631679,-0.7522181,-9.82043
28942176,0.001546113,0.0007390146,0.005456666,0.2358103,-0.7755374,-9.846378
28961727,0.0002182018,0.0005596065,0.002718917,0.2510254,-0.7410724,-9.838665
28981789,0.001389682,-0.0009512873,0.0002761687,-0.01417943,-0.8034805,-9.830202
29001955,0.0007768061,-0.0003991557,0.0007546172,-0.04393949,-0.792821,-9.847178
29021798,0.0003760934,0.0001541798,0.001638395,0.07256927,-0.734942,-9.83683
