TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ
29466194,0.00414517,-0.002153141,-0.0004258341,-0.3301818,-0.7071969,-9.846922
29485934,0.004371899,-0.001903158,-0.0005494686,-0.3171419,-0.7163443,-9.841647
29505936,0.004678445,-0.001721162,-0.0004364403,-0.3193027,-0.7179921,-9.843715
29526311,0.004823432,-0.001599691,-0.0003501745,-0.3237332,-0.718417,-9.843802
29545898,0.004794611,-0.001294677,-0.0002477423,-0.3233485,-0.7158365,-9.844244
29565934,0.00483175,-0.00104434,-5.849317e-05,-0.3227819,-0.715304,-9.857181
29585976,0.004676498,-0.0009105037,-3.784365e-05,-0.3145669,-0.7198253,-9.8504
29605983,0.004562306,-0.0006101988,-0.0001507445,-0.3165895,-0.7223701,-9.842054
29626523,0.004411682,-0.0002515135,-8.584154e-05,-0.3124469,-0.7157767,-9.83733
29645895,0.003990951,-0.0002361606,-0.0001335111,-0.3264096,-0.7145965,-9.838916
29665930,0.003442604,0.000217759,-0.0001141283,-0.318095,-0.7156738,-9.845929
29685936,0.002903265,0.000491575,-9.839581e-05,-0.3129587,-0.7204067,-9.84446
29705916,0.002586706,0.0006993124,2.22734e-05,-0.3099771,-0.7185938,-9.842534
29726300,0.002632819,5.629475e-05,0.000147403,-0.3254204,-0.717125,-9.856337
29745902,0.002999339,-0.000381362,0.0002457277,-0.3289011,-0.7174907,-9.866451
29765973,0.003351327,-9.759794e-05,0.0002497164,-0.3259158,-0.7204337,-9.853645
29786111,0.003746994,-3.5275e-05,0.000122217,-0.3177566,-0.7155687,-9.83453
29805926,0.003952183,-0.0001752553,-2.600086e-05,-0.3148001,-0.7074013,-9.84002
29826351,0.003890331,-0.0004028724,-1.458987e-05,-0.3155098,-0.7057799,-9.8453
29845909,0.003962471,-0.001227748,6.339631e-05,-0.3164465,-0.7078561,-9.844648
29865966,0.004040038,-0.001707272,0.0002861142,-0.3107803,-0.7104944,-9.841702
29885990,0.003904815,-0.00228287,0.0002337303,-0.3126654,-0.7162793,-9.837963
29905961,0.004128901,-0.002620925,9.253813e-05,-0.3166495,-0.719623,-9.839704
29926292,0.004464937,-0.003106126,-5.052671e-05,-0.3157135,-0.714326,-9.840911
29946113,0.004295103,-0.002901897,-8.039349e-05,-0.3079904,-0.7167969,-9.838502
29965967,0.004365942,-0.002196768,-0.0001585311,-0.3125733,-0.717041,-9.835947
29985911,0.004604489,-0.00181771,-0.0001517242,-0.3193846,-0.7093582,-9.841475
30005945,0.004566662,-0.001658802,-0.0001912385,-0.3236689,-0.7061492,-9.837859
30026324,0.004281783,-0.001559924,-0.0003425248,-0.3275636,-0.7023397,-9.838284
30045962,0.004087952,-0.001814335,-0.0003493114,-0.3238937,-0.7058553,-9.835329
30065971,0.00419824,-0.00214349,-0.0003294043,-0.3175874,-0.7126879,-9.830883
30085890,0.004551841,-0.002226401,-9.231699e-05,-0.3213956,-0.71288,-9.835184
30106117,0.004776518,-0.002254198,0.000333695,-0.3268047,-0.7131189,-9.834441
